nidn_dosen,nama,id_dosen,judul_penelitian,kategori_utama,kategori_pendukung,tanggal_terbit,jenis_publikasi,tingkat_publikasi
1028057601,Suwarno,8040139,Penerapan Regresi Linear Berganda pada Rancang Bangun Sistem Manajemen Proyek Pengembangan Aplikasi dengan Metode Scrum,Machine Learning,Logical Thinking,20/02/2022,Sinta,Jurnal Nasional Terakreditasi SINTA 3-6
1028057601,Suwarno,8040139,Implementasi Bug Tracking System dengan Metodologi Scrum dan Algoritma Cosine Similarity,Pemograman,Logical Thinking,01/06/2022,Sinta,Jurnal Nasional Terakreditasi SINTA 3-6
1028057601,Suwarno,8040139,Rancang Bangun Aplikasi Rekomendasi Restoran Menggunakan Metode K-Nearest Neighbors dan Content-Based Filtering,Machine Learning,Pemograman,25/02/2022,Nasional non-sinta,Jurnal Nasional terakreditasi Kemenristekdikti peringkat 3 dan 4
1028057601,Suwarno,8040139,Perancangan dan Pengembangan Aplikasi Pendukung Proses Manufaktur dalam Penyusunan Palet Menggunakan Metodologi Prototyping,Mobile Development,Manajemen,0000-00-00,Nasional non-sinta,Jurnal Nasional terakreditasi Kemenristekdikti peringkat 5 dan 6
1028057601,Suwarno,8040139,Rancang Bangun Aplikasi Latihan Fisik untuk Pemain Basket,Design,Mobile Development,28/03/2022,Nasional non-sinta,Jurnal Nasional terakreditasi Kemenristekdikti peringkat 5 dan 6
1028057601,Suwarno,8040139,Perancangan dan Pengembangan Aplikasi Web Order Scheduling pada Perusahaan Manufaktur dengan Penerapan Algoritma Genetika,Website Making,Manajemen,28/03/2022,Nasional non-sinta,Jurnal Nasional terakreditasi Kemenristekdikti peringkat 5 dan 6
1028057601,Suwarno,8040139,Digital Marketing Strategy on a Café During the Recovery from the Covid-19 Pandemic,Marketing,Manajemen,0000-00-00,Nasional non-sinta,Jurnal Nasional terakreditasi Kemenristekdikti peringkat 3 dan 4
1028057601,Suwarno,8040139,"Design, Development And Usability Analysis of Pre-Loved Goods Trading Application With Agile Approach",Mobile Development,Logical Thinking,18/11/2022,Nasional non-sinta,Jurnal Nasional terakreditasi Kemenristekdikti peringkat 3 dan 4
1028057601,Suwarno,8040139,Analisis terhadap Peranan Digital Marketing pada Media Sosial Perbankan: Studi Eksplorasi Penerimaan Konsumen,Marketing,Manajemen,06/12/2022,Nasional non-sinta,Jurnal Nasional terakreditasi Kemenristekdikti peringkat 3 dan 4
1028057601,Suwarno,8040139,Analisis Perbandingan Codeigniter dan Yii Framework pada Perancangan Website Rencana Anggaran Biaya,Website Making,Logical Thinking,30/12/2022,Nasional non-sinta,Jurnal Nasional terakreditasi Kemenristekdikti peringkat 3 dan 4
1028057601,Suwarno,8040139,Analisis Penerimaan Electronic Money bagi Mahasiswa Kota Batam dengan Model Tam: Studi Kasus pada Link Aja,Manajemen,Basis Data,21/01/2023,Nasional non-sinta,Jurnal Nasional terakreditasi Kemenristekdikti peringkat 3 dan 4
1028057601,Suwarno,8040139,Analisis Keefektifan Instagram Sebagai Media Kampanye Nasionalisme dan Feminisme di Kalangan Remaja,Marketing,Multimedia,03/12/2002,Nasional non-sinta,Jurnal Nasional terakreditasi Kemenristekdikti peringkat 5 dan 6
1028057601,Suwarno,8040139, Analisis Performa Backend Framework: Studi Komparasi Framework Golang dan Node.JS,Pemograman,Logical Thinking,01/03/2021,International,Jurnal Internasional bereputasi (terindeks pada database internasional bereputasi dan berfaktor dampak)
1028057601,Suwarno,8040139,Analisis Penerimaan Crypto Aset di Kalangan Mahasiswa di Batam,Manajemen,Marketing,01/02/2023,Nasional non-sinta,Jurnal Nasional terakreditasi Kemenristekdikti peringkat 3 dan 4
1028057601,Suwarno,8040139,Rancang Bangun Sistem Informasi Manajemen Inventaris Berbasis Website Menggunakan Metode SDLC,Website Making,Basis Data,28/07/2023,Nasional non-sinta,Jurnal Nasional terakreditasi Kemenristekdikti peringkat 3 dan 4
1031129301,Fredian  Simanjuntak,9180087,Perancangan dan Implementasi Sistem Manajemen Peminjaman Mobil Dengan Metode Scrum di Universitas Internasional Batam,Mobile Development,-,28/01/2023,Nasional non-sinta,Jurnal Nasional terakreditasi Dikti
